review_title,review_body,review_author,review_rating,review_date,review_helpful_votes
Great laptop greater price but still found it Cheaper somewhere else,"Nice reasonably priced gaming laptop. Day after I bought this as a Christmas gift for my daughter, I found one at a local discount freight store for 400, just lucky I guess. If I wouldn’t have found the cheaper one I would’ve been happy with this one. So as far as quality;; this laptop is great !! And even without the freight discount markdowns I would have been ok with it because it’s still a good and economical choice",Brooke Higgins,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 29, 2022",One person found this helpful
"Runs a bit hot, but is expected it's a big GPU","Overall haven't had any major issues, the only issues are drivers not being compatible w win11.. but that's normal.",Pen Name,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 3, 2022",
Great laptop,Wish the mouse pad was more centered. Easily bumped while playing,RR,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 23, 2022",
Does not work with VR,"The USB - C hub is not connected to the video card so you cannot drive a VR headset from this port. The online information leads you to believe that this will work, ACER says it does not.",Londog99,2.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 12, 2022",
Budget friendly and great gaming laptop for starters,Pros,RJones,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 18, 2022",One person found this helpful
Runs amazing with the sims 4,I mainly got this gaming laptop for the sims 4 because I have almost every single add on you can get for it and a few mods. I have been playing on a regular laptop for years! It was always so laggy and took forever to load even to just the main screen. I had it now for about 2 ish months and WOW it works amazing and runs smoothly. I also have Apex Legends and Life is Strange installed and they also run amazingly smooth!! I do have a lot of add on and mods so my sim game is the tiniest bit lag but not enough to bother me! I give is a solid 9.5/10 I gave it a 9.5 because it does get hot so I got a cooling laptop stand and haven’t had any problems so far!,Jennylee,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on June 24, 2022",6 people found this helpful
I'm not a gamer,"I'm not a gamer, I'm an amateur photographer who uses photo editing software.  I had seen advice that recommended using a ""gamer"" pc to run photo editing software.  This laptop rocks, it makes adjustments to photos in seconds as opposed to minutes on an older pc.  I've never had the pc fan come on because of heating, it is very silent.  Highly recommend.",Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 19, 2022",One person found this helpful
Awesome Graphics,Really good laptop for the price. Runs games at ultra graphics like a gem. The only reason I give it four stars is because they sent me a broken charger and I had to buy a new one. But they did refund me for the charger at least. Also the battery does die pretty quickly. Other than that it’s a great purchase!,Anonymous ,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 12, 2021",2 people found this helpful
Buena notebook gamer calidad precio,"Estoy muy feliz con la compra, soy un usuario normal de juegos, así que esta notebook corre sin problemas la mayoría de juegos a Full HD 60 FPS.",Christian B,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on April 22, 2022",
Pretty Good For The Money,"Got this a week ago and can I say, I didn't expect the RTX 3050 in here to be this good (It has a low TDP). I suggest getting more storage and ram. It will vastly improve your experience with the machine",Suleni kaonga,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on November 30, 2021",One person found this helpful
Happier than I thought,"I wanted to experience a true fast  gaming PC, but entry level.  This Acer has exceeded my expectations in every facet.  The picture is immaculate, the processor is super fast I have yet to see any slow down.  If there is anything at all to improve on it is the battery life but what do you expect with a fully lit gaming PC. The memory is limited but it works for the way I use it.  I would buy again",T J,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 13, 2022",
An absolute lemon! Do not buy!,"I really shopped around for a laptop I could use for video editing and graphic design. The Acer Nitro 5 AN517-54-79L1 had decent reviews and it seemed like the best option in my price range. Well, the first one I ordered had problems so I had to send it back, then the replacement Amazon sent had the exact same problems so I had to send that back too!",Greg Stacy,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 25, 2022",6 people found this helpful
Different than advertised.,"The unit I received was not the same as advertised. Mine only has one M.2 SSD slot, and it came with two 8GB RAM sticks, not one 16GB stick. The only way to expand the memory is to replace one or both of the installed RAM with larger capacity RAM sticks. Same is true of the SSD hard drive, the only way to expand the size is to replace the existing drive with a larger one, or install a SATA SSD with the provided hardware. Problem with replacing it with a larger M.2 is, the license code for Windows 11 is encrypted on the drive, so unless you're tech-savvy, you will need to have it done by a professional.",Scruffy Lookin',1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on September 10, 2022",3 people found this helpful
Buena laptop,"Excelente producto, satisfecho con la compra, va muy bien para juegos y para diseñar",Cristofer Per,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 9, 2022",3 people found this helpful
No touchscreen but A+++,I needed a touchscreen and a ten key. I had to return it because it didn't have a touchscreen. It's important for multitasking while gaming at the same time.,mr anonymous,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 19, 2022",
very good,i love it as very cheap price for very good product,sofix,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 23, 2022",
Power does not work out of the box!,"Okay so the title of this review maybe misleading, but I noticed this is one of the biggest issue with this machine, it even got me the first time. Had to order a replacement. When that came in same issue no power.",Concerned Reader,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on June 18, 2022",One person found this helpful
Just got mine today BUT for some reason it won’t turn on or charge while plugged in. HELP anyone,I don’t know what could be possibly wrong with it or if I’m not doing something right . I just opened up this new laptop out of the box and it won’t turn on nor will it charge . Can anyone help me please ?,Robert Rickard,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on April 23, 2022",
Great laptop!!,The battery life isn’t great but other than that it’s great,Anthony Welch,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 13, 2022",
Did not function as would be expected.,"Received the item.  Unpacked and set it up per the guidelines.  The performance of the hardware seemed pretty good.  The cooling fans seemed to spin up loudly often when running some software.  Installed a widely known gaming platform on the laptop, assuming that a ""gaming"" laptop would by default be able to load it and the games that run under it.  When I would try to run half of the games,  games icons simply showed in the icon bar and then disappear and the applications not load.  Finally one applications errored a visible message stating it could not be run from a hypervisor.  I went to a command line and found the OS stating that there was a hypervisor installed.  So, I attempted to go and uninstall the OS standard hypervisor.  But, it did not show as installed in the OS menus.  I don't know if this was a factory configuration or some post-factory add.  But, a gaming laptop should not have any issue with running gaming applications.  Very disappointing to have such issues with a brand new device.  I don't expect to spend this much on a ""gaming laptop"", and then have to sit for hours on end determining how to reconfigure a system to do gaming.  Only good point to it was the speed of the hardware.  Otherwise, it was a major letdown.",Chair user at job,2.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 24, 2022",One person found this helpful
