,Hardware Sentences,Hardware Polarity
3463,she has a difficult time seeing the keys so i bought this one since it offers a backlit keyboard. | the one i received does not have a backlit keyboard.,Negative
3464,this is the one that came with it.,Neutral
3465,"otherwise i really do like it, came with alexa already installed.",Positive
3466,"if you need and use a number pad on the keyboard, note that the number pad on this keyboard is sort of scrunched up (smaller) than normal. | nice touch for the money in that screen is full hd (1080) and keyboard is back lit.",Positive
3467,"for grownup hands, the keyboard is a nice size and is responsive.",Positive
3468,love the keyboard that lights up especially at night.,Positive
3469,"so when i spilled coffee on my pc and needed to purchase a new one, my husband said that is a good idea, will you pick up one for me too.",Positive
3470,"it is loads fast, it is very easy to see, it is charges up fast, and i downloaded one game on it and it came out so clear.",Positive
3471,"i just got this computer delivered recently, and while i do enjoy the weight, build material, keyboard, and screen, there are some significant drawbacks.",Positive
3472,when i use my husband’s pc now it seems like a dinosaur.,Neutral
3473,"the keyboard is very easy to type on, and it is back lit.",Positive
3474,"the battery life is at least twice what the 2017 was, the screen is much better, the keyboard is better, the overall size of the computer is smaller and i love the larger haptic feedback touchpad. | i do not use the camera but it is not the greatest from what i understand and i do kind of miss the magsafe connector.",Positive
3475,computer works well the charger that came with it works for a few minutes over heats and quits working,Negative
3476,"i probably would not buy this for gaming, but for simple things like school reports or browsing etc.",Neutral
3477,the webcamera was trash but that was to be expected.,Negative
3478,the screen is lovely and the backlit keyboard make it feel like a premium device for easy on the budget $.,Positive
3479,"it is very fast, cool keyboard color combos (if you are into that) and i love the option that i can use my rift s or plug it into the tv if i want.",Positive
3480,i came across this laptop and it is the absolute best computer i have ever owned! | i love the back lighting on the keyboard and it turns off when you are not using it so it is not annoying when trying to watch a video!,Positive
3481,"first, the bottom row of the keyboard stopped working, even after updating amd drivers.",Positive
3482,"screen quality and speed are good, the built-in webcam is about the same as my old laptop, but unfortunately the speakers are worse...sound quality is fine but i have to have the laptop volume as well as the application volume (youtube, skype, etc.)",Positive
3483,"i am totally happy with the computer, i just do not like ms spying on me out of principle, so it will see limited use while i run my lenux mint laptop for everyday internet stuff...much more secure at about 1/4 the size, you can actually run mint off a usb stick",Positive
3484,"this acer laptop pc has a good display, the backlit keyboard is a real plus and the machine delivers decent performance.",Positive
3485,"hated it came with windows 10s but easily upgraded to windows 10 home for free, after free upgrade was able to enter my windows 7 pro product key and get a free upgrade to windows 10 pro, added a xpg sx8200 pro 512gb hard drive for operating system and a crucial mx 500 500gb hard drive for storage and 16gb of memory and then did a fresh install of windows 10 pro laptop run amazingly.",Positive
3486,"when using the keyboard, the cursor will occasionally jump to another line of text, and sometimes highlight and delete at will.",Neutral
3487,laptop came in perfect condition.,Positive
3488,"while working to setup, i had so much trouble because, unless i was leaning right over the keyboard, i could not see any of the letters or numbers. | i tried to find out if there was a backlight on the keyboard but nowhere in the description or any of the minimal support materials did it indicate whether there was or was not a backlight.",Negative
3489,"this laptop is definitely under priced… the screen is beautiful the build is beautiful and the keyboard is backlit… i own a macbook pro in the keyboard on this one is way brighter than mine, so worth the price point definitely would buy again",Positive
3490,"sadly, i looked at the reviews after i made the purchase and saw there were many reports about this laptop having a problem with powering up.",Neutral
3491,the end of the micro-usb cable broke off in the first week.,Positive
3492,we bought this computer out of insistence from my husband.,Neutral
3493,"it has 2 usb ports which may not be enough for some people, but it is easy enough to add a usb extender.",Positive
3494,"but i wanted a backlit keyboard (woo hoo) without paying $1,000 and decent memory to play simple computer games.",Positive
