,Audio Sentences,Audio Polarity
1481,there is no backlight on the keyboard and the sound quality is not the best.,Positive
1482,over all i am pleased with it however it needs speakers as the volume is very low and i attempted to upload my previous files from an external hard drive and this computer will not open any of my files!!!!,Positive
1483,"screen quality and speed are good, the built-in webcam is about the same as my old laptop, but unfortunately the speakers are worse...sound quality is fine but i have to have the laptop volume as well as the application volume (youtube, skype, etc.)",Positive
1484,overall we loved this laptop for the 1st 6 months (we actually purchased 2) recently in one of them the speakers are crackily and the mouse pad no longer works so we had to buy an external mouse.,Positive
1485,"one thing i wanted to know before purchase was how the webcam is, the sound quality is good.",Positive
1486,"my only two complaints are that the bottom left corner of the mousepad is a bit soft when left clicking on it and i pretty much always have to have the sound at full volume. | the quality of sound itself is good, though.",Positive
1487,sound completely went out not even 6 months into use.,Positive
1488,"the first person was experiencing audio issues and said that he would call me right back, he did not.",Positive
1489,"my only complaint is the sound system, which is very quiet for streaming shows and movies.",Positive
1490,"they seem to like advertising that it has a bang & olufsen sound system, but i am honestly not all that impressed. | my macbook pro definitely has better sound than this one.",Positive
1491,"i did how ever notice some audio cues and problems with this device, it does not seem to have any base to it, so anything with higher pitch just cuts out.",Negative
1492,i like the larger screen and it does boot fast could go a little louder with the speakers.,Positive
1493,"its light, has an outstanding sound quality, the screen is great, nice colors and very bright.",Positive
1494,my biggest problem with this computer is that you cannot hear anything from the speakers.,Neutral
1495,noise from speakers slugs.,Neutral
1496,the only real issue is the down fire speakers. | i know it is because it is slim but the speakers is not the greatest at all.,Positive
1497,"this really seemed like it could be a nice laptop but the speakers, oh man the speakers! | the sound is so quiet here. | any of these reviews that say the speakers are good are straight up lying to you. | you cannot use this to watch any kind of videos without external speakers or headphones - unless you are in a completely silent room and really focused i guess. | cheapest, quietest speakers i have ever seen in a laptop.",Positive
1498,the sound is awful .,Negative
1499,i use it for audio production and it has yet to stutter or let me down.,Negative
1500,speakers are not great either.,Negative
1501,the sound system is deplorable.,Negative
1502,"the only thing that is really bad with this laptop is the speakers are just terrible, quiet and tinny.",Negative
1503,"the speakers are bad, you can barely hear anything even at 100. you definitely need headphones.",Negative
1504,it kept making the sound when you open it up even when it was closed over and over again.,Positive
1505,"my speakers crackle every once in a while, and it is something internal. | sometimes the sound has gone out completely, but that is rare.",Positive
1506,the only con i could find is that the speakers do not sound that good.,Positive
