,Display Sentences,Display Polarity
5043,the top right corner of the screen has a bright white spot where the backlight is too bright.,Positive
5044,"it is a great laptop for work, not so much for gaming though, the screen quality is good, it has a very easy set up process and it comes with pretty installed windows, which is a great plus",Positive
5045,we knew that the screen quality would be low due to the reviews.,Negative
5046,"nice laptop, fast with acceptable screen.",Positive
5047,i have no complain about the performance but i was wondering how many of you have screen bleed ?,Positive
5048,the screen started blacking out within 48 hours.,Neutral
5049,screen resolution is very good and the entire computer works well as i had hoped.,Positive
5050,"the screen resolution is good, the boot up time is low, and the battery life is much better than my previous laptop.",Positive
5051,the laptop has great screen resolution.,Positive
5052,screen quality is great and everything works quickly!,Positive
5053,"i do not have much to say about the touch screen because i never had cause to use it. | the screen seems huge on paper, but in person its' not tall enough, but plenty wide.",Positive
5054,the best thing about this item is that its price (especially when on sale) is amazing for a full hd ips screen.,Positive
5055,the touchscreen feature makes it easier for her while doing her homework.,Neutral
5056,now the screen completely went blank.,Positive
5057,"webcam, mic, screen, backlit keyboard, touchpad, processor speed all worked great.",Positive
5058,it is probably only 10” and the screen is roughly 8.5” long.,Negative
5059,"been fighting to get this screen fixed for 3-6 months , worked great the first day.",Positive
5060,unreal..hinge started to malfunction within 3 months and caused edge of screen to come apart.,Neutral
5061,"i needed a new macbook pro after accidentally crushing my screen on my 14"" intel mbp.",Positive
5062,"small screen, but nice large letters on keys.",Positive
5063,the screen resolution is great and i love the microsoft edge browser.,Positive
5064,"excellent battery life, beautiful screen and great sound quality.",Positive
5065,well when i first started up this computer is gave me a blue screen of death.,Positive
5066,"full hd screen, ryzen cpu, and ac wireless.",Positive
5067,"after 13 months of normal use, one of the hinges broke and in turn cut a wire that prevented the screen from working.",Positive
5068,"it is definitely reliable, and the screen looks really premium.",Positive
5069,"when i got this laptop one of the things that i was really looking forward to was the touchscreen aspect unfortunately that does not work, the laptop seems to be missing the drive needed to activate the touchscreen aspect.",Negative
5070,"while very solid in most ways, this computer has very display quality.",Positive
5071,good touchscreen. | screen quality is low for watching a video or playing games.,Positive
5072,"my son's right hinges failed, then shortly thereafter, the right hinges failed, which led to the image i have posted of the screen coming apart with exposed wires.",Negative
5073,the screen was ok. when it was not crashing it was fast.,Positive
5074,"when i took the device to apple store, the estimate for repairs is given as $578 for replacement of entire display.",Neutral
5075,"it is lightweight, portable, easy to use, great battery life, love the touch screen, etc...",Positive
5076,at first it worked great and i was so excited to have a touch screen.,Positive
