,Storage Sentences,Storage Polarity
1676,"beware it is ueid boot with no option to change, so you are stuck with the ssd drive. | you can add a 2.5” sata hdd, but it is not bootable?",Neutral
1677,"full hd screen, ryzen cpu, and ac wireless.",Positive
1678,it is a real pain to rip the back off to upgrade ram and storage but it was possible with some effort.,Positive
1679,"great laptop for the price, i kept the original m.2 for now but added a second ssd and 16 gb of ram, took it out of s mode and could not be happier.",Positive
1680,the size and weight of this laptop may be a bit big and heavy for her but the full hd ips display and backlit keyboard is great for work or leisure.,Positive
1681,my sister plays minecraft on it with no problems and with the ssd it has great boot up speed.,Positive
1682,i can connect to my projector (i teach undergrads) either with the hdmi port or the wireless (we do not have bluetooth projectors).,Neutral
1683,very fast startup with the ssd.,Positive
1684,i upgraded ram to 12 gigs and ssd to a 512gig,Neutral
1685,this has been the best birthday present my father ever received.,Positive
1686,"you might not choose to, but i added an ssd and more memory. | the laptop shipped with mounting for the ssd and there is a tutorial video on acer’s website.",Positive
1687,"the screen is above average and is full hd. | it has a perfect amount of ports (usb-a, usb-c, hdmi, 3.5mm, sd) and charges via usb-c. the trackpad is extra large and works wonderfully.",Positive
1688,"the macbook airs are great but please go to the apple store and look at their pricing for the 512gb ssd, 8gb ram, 8c gpu - 8c cpu model.",Positive
1689,"it comes with decent specs, but i was surprised to see it has the option to upgrade the ram and hdd. | i spent about another $80 on 16gb ram and 500gb hdd, they are very easy to install if you have a little bit computer knowledge, i am sure a local computer store could install them as well very quickly.",Positive
1690,"the m1 could not handle multiple screens, but this 14"" has multiple usb-c ports and an hdmi port, which lets me hook up my two screens to it.",Neutral
1691,"latest gen ryzen cpu, 4gb of ddr4 2666mhz ram (fast), and a 128gb nvme (fast) storage drive. | took the 4gb of ram and added another 8gb for a total of 12gb, and upgraded the ssd to a 512gb nvme drive.",Positive
1692,"spend a few $$ and upgrade to a 500 or 1tb hard drive, added a little ram, and added a 2tb storage drive for pictures.",Negative
1693,"i did not upgrade the drive since i use them as temp storage only but took it off the stupid windows s mode and loaded the open office software, photo software and chrome and hooked it up to a spare 500 gb external hard drive and logged on and went to work.",Negative
1694,"i needed a computer with a lot of storage, a fairly large screen, a numerical keypad, and most importantly, a cheap price tag. | my biggest complaint is that it came with a lot of microsoft bloatware that i had not experienced on my other laptops and by default it uses your microsoft onedrive for storage instead of the computer's ssd. | my job requires me to take a lot of photos, so i was saving my photos to the computer without realizing it was uploading to my cloud storage account. | i unintentionally used up all of my cloud storage space because i did not realize the system was set up that way.",Positive
1695,"i wanted to upgrade my original chromebook to something newer, and at the price with the touch screen, 64gb of storage, and other features this seemed like a good deal.",Positive
1696,this says it has an intel i3 3.9 ghz 286 gb of storage but that is wrong it has a intel(r) 1.2ghz 168gb of storage,Negative
1697,and using external storage is made intentionally difficult for no reason.,Negative
1698,great speed and storage space.,Positive
1699,"i would opt for 8gb ram with at least 128gb storage, preferably 256gb storage or 512gb storage.",Negative
1700,it is hd so that is awesome!,Positive
1701,it also boots up faster than my gaming pc with an ssd which is nice for a laptop.,Positive
1702,everything was good about it especially for price but could not put a hdd in it to increase storage because the connector inside was super cheap and broken on arrival so they sent me a replacement and that one had the same issue is your ok with the limited storage it is a fine computer could probably upgrade the ssd on it but was trying to increase storage cheaply with hdd but could not because the connectors would not lock in,Positive
1703,this makes it pretty worthless considering it does not even have an hdmi port.,Negative
1704,"my previous laptop was a toshiba c55 with intel i3 4th gen proccesor, 8gb ddr3 ram and a 256 ssd.",Negative
1705,the storage is not good and he was barely able to fit many apps.,Positive
1706,"my thought was 1080p boost to 3.5 mhz, i will just upgrade ram and add an extra ssd.",Neutral
1707,"so i bought this acer aspire, knowing it was a little light on ssd and ram. | i ask a little more as i do vector art, video editing and graphics, so added an additional ssd and 8 gigs of ram.",Positive
1708,"the only drawback i found was that, it does not have a hdmi port, meaning you cannot connect to any kind of monitor or projecter.",Positive
1709,dell inspiron 3583 15” laptop intel celeron – 128gb ssd – 4gb ddr4 – 1.6ghz - intel uhd graphics 610 - windows 10 home in s mode - inspiron 15 3000 series -,Neutral
1710,very nice screen hd1080.,Positive
1711,"it runs fast and smooth, has a nice looking body, and the hd screen looks excellent.",Positive
1712,"it is a very small hard drive so cleaning out unneeded programs is important, but if you do not know what the programs are for, it is a big job.",Negative
1713,i installed a acer 480 ssd to increase it is capacity and 8 gb ddr4 stick.,Neutral
1714,acer thanks for making the laptop easy to upgrade ram and to add a second ssd.,Positive
1715,i purchased a very small flash drive that has 128gb so i effectively doubled the storage size. | being a ssd makes it definitely worth it though.,Positive
1716,"gets the job done, the framing/hinges breaks after awhile from continued usage, opening and closing or back page storage with textbooks or other items.",Negative
1717,"this is the first time i had a ssd drive like what is installed in this computer & it is small in capacity also at 128 gbs. | it is not a old-fashioned mechanical or newer solid state hard drive, but a very small newest type of hard drive that connects directly to the mainboard with no wires or cords. | 128gb solid state hd.....makes it speedy to power up.",Negative
