,Price Sentences,Price Polarity
5050,i have been looking massively for a great features in a gaming laptop with an affordable price and i found this one. | the product price and quality are superb.,Positive
5051,this did not work should have gone with best buy same price and geek support.,Positive
5052,worth your money.,Positive
5053,fairly easy to do if your savvy around that sort of stuff. | that is fairly easy to navigate out of with some research online. | the charger is really cheap and flimsy.,Positive
5054,it takes a few to load the game but playing is worth it.,Negative
5055,we were a little skeptical on this unit since the price was so good.,Positive
5056,"nice to operate,fast, great price but needs more than one usb port otherwise very happy with purchase",Positive
5057,great laptop for the price.,Positive
5058,honestly i would save my money for a better different laptop. | waste of my time and money.,Positive
5059,the is a great product for the prime day price.,Positive
5060,could not ask for a better laptop for the price.,Positive
5061,"this is a very good laptop for the price. | honestly, stop wasting your money on more expensive laptops, for most people, this is more than enough.",Positive
5062,cost effect unit for the money,Neutral
5063,it was the right price with everything i need on it i love that the keys light up.,Positive
5064,good buy for the money!,Positive
5065,and less expensive than the chromebook proposed by the school.,Negative
5066,only thing i do not like is the volume is very low but great computer for an affordable price,Positive
5067,this is worth every penny and i am so happy with this purchase.,Positive
5068,it reminds me of an apple but for half the price.,Negative
5069,"otherwise, it is a great laptop for the price",Positive
5070,"if you are in the market for an affordable chromebook , but want decent quality give this one a go it won`t disappoint.",Positive
5071,"i love it , for the price point it is a steal! | absolutely worth it",Positive
5072,costs to repair are close to the price i bought it for.,Neutral
5073,"was available for $1,400, which is a great value for the sum of its parts.",Positive
5074,"i dont need a lot of ""power"" so this is perfect price for my needs.",Positive
5075,overpriced for no reason. | i have bought laptops with twice the ram and 10 times the disk space for actually cheaper in the past.,Negative
5076,good for the money.,Positive
5077,it is also costly at this price you can buy a laptop with more specs.,Positive
5078,i am extremely happy with it and would recommend it to any one looking for a good value on a chromebook.,Positive
5079,"best quality, price-performance by far, i recommended it to 5 people and all of them are very happy for what they got for this little price.",Positive
5080,i was very happy with my laptop for the price.,Positive
5081,"i upgraded from mbp2018 15"" to mba 2020 , simply too good value, much lighter in weight, but the running speed is actually my old computer is still very smooth too, the screen improvement is obvious",Positive
5082,he used his loan money to get a computer.,Neutral
5083,i figured it was worth the post though just in case someone else finds themselves in the same situation.,Positive
5084,well worth the money though.,Positive
5085,the price of this laptop allowed me to have some extra money left to purchase a wireless mouse.,Neutral
5086,as a senior citizen this is a reasonable option and much better quality than the senior laptop advertised in aarp made out of outdated parts.,Positive
